	0	1	2	3
850	S026 - Spirit Of The Living God	 Spirit of the living God 	134.0	[D]
851	H037 - Here I Am Send Me	Bb | Dm | C/E | F | F/A	152.0	[F]
852	I032 - I Came For You		148.0	[C]
853	Our Testimony & Redemption			
854	M005 -  Man Of Sorrows	Man of sorrows, Lamb of God	144.0	[F]
855	A008 - Alive	I was lost with a broken heart	133.0	[E]
856	A023 - Amazing Grace (My Chains Are Gone)	Amazing Grace, how sweet the sound	126.0	[D]
857	A024 - Amazing Grace	Amazing Grace! How sweet the sound	145.0	[E]
858	I027 - In Your Light	In Your light I find my strength		[A]
859	J002 - Jesus Loves Me		82.0	[C]
860	L010 - Look How He Lifted Me		115.1	[G]
861	B002 - Beautiful Exchange	You were near though I was distant	138.0	[D]
862	M004 - Majesty	Here I am humbled by Your Majesty	138.0	[A]
863	B003 - Beauty For Ashes			[A]
864	H033 - How Marvelous	I stand amazed in the presence of	163.0	[G]
865	H013 - Here In My Life	I have never walked on water felt the waves beneath my feet but		[B]
866	I003 - I Can Only Imagine	I can only imagine what it will be like		[E]
867	N001 - Never Once	Standing on this mountaintop looking just how far we’ve come		[G]
868	N008 - Not For A Moment			[E]
869	B011 - Blessed Assurance	Blessed assurance Jesus is mine	137.0	[C, C]
870	B016 - Broken Vessels (Amazing Grace)	Em   G   Em   G	141.0	[G]
871	I020 - I'm Going Free (Jailbreak)		115.0	[E]
872	I021 - I'm Not Ashamed	When You found me		[G]
873	G026 - Grace To Grace		121.0	[F]
874	Y024 - Your Love Awakens Me	B /// | // C#m7 / | E /// | // F#sus /	101.0	[B]
875	B020 - Boldly I Approach	 By grace alone somehow I stand 	138.0	[G]
876	Gospel			
877	E009 - Every Praise	Every praise is to our God	117.5	[D]
878	J001 - Jesus At The Center	Jesus at the center of it all	129.0	[E]
879	B009 - Bless His Holy Name	And all that is within me		[E]
880	T021 - Trading My Sorrows (Yes, Lord)	I’m trading my   sorrows, I’m trading my   shame		[G]
881	F018 - Friend Of God	Who am I that You are mindful of me	127.0	[E]
882	G024 - Glorious	A	147.0	[A, A]
883	M015 - More And More	All we want and all we need is found in Jesus	150.0	[G]
884	Call to Worship			
885	E009 - Every Praise	Every praise is to our God	117.5	[D]
886	Z001 - 10,000 Reasons (Bless The Lord)	Bless the Lord O my soul 	73.0	[G]
887	A004 - Adonai		150.0	[B]
888	A010 - All Because Of Jesus	Giver of every breath I breathe	140.0	[C]
889	G010 - God Is Great	All creation cries to You		[B]
890	Y021 - Your Name	As morning dawns and evening fades 		[A]
891	L005 - Let It Rise	Let the glory of the Lord rise among us		[E]
892	L002 - Let Everything That Has Breath	Praise You in the morning, praise You in the evening	116.0	[E]
893	M003 - Majestic	O Lord our Lord how majestic is	126.0	[D]
894	O017 - Open The Eyes Of My Heart	Open the eyes of my heart, Lord	108.0	[E]
895	O018 - Open Up The Heavens		116.0	[D]
896	A031 - Awesome Is The Lord Most High	Great are You Lord mighty in strength	134.0	[G]
897	M007 - Meet Us Here	Lord we have come to this house	105.0	[E]
898	E002 - Endless Light	From the highest throne to the earth below	121.5	[C]
899	E005 - Evermore	Lost for words with all to say		[G]
900	R002 - Reaching For You	You created me inside Your great imagination	135.4	[A]
901	Y010 - You're Worthy Of My Praise	"I will worship 	    with all of my heart"	96.5	[G]
902	S022 - Stir In Me	"Stir in me a fire that the world cannot explain 		"	117.7	[F]
903	H008 - Hear Our Praises	May our homes be filled with dancing		[C]
904	H011 - Here For You	Let our praise be Your welcome    let our songs be a sign	170.0	[B]
905	H012 - Here I Am To Worship	Light of the world You stepped down into darkness	144.0	[E, E]
906	F007 - Filled With Your Glory	In my heart, in my heart there is a fire burning	123.0	[G]
907	H015 - Here Is Our King	Here is our King, here is our Love	125.0	[G]
908	H021 - Holy Is The Lord	Holy is the Lord.  Holy is the Lord		[C]
909	T009 - The Time Has Come	Found love beyond all reason	152.0	[G]
910	O005 - O Praise Him	Turn your ear to heaven and hear the noise inside		[A]
911	B012 - Blessed Be Your Name	Blessed be Your name in the land that is plentiful	118.0	[A]
912	U002 - Unchanging	Great is Your faithfulness	106.0	[G]
913	C012 - Come Now Is The Time To Worship	Come, now is the time to worship	112.0	[G]
914	W006 - We Exalt You	  As Your people we have gathered,   with the angels we praise   		[G]
915	W010 - We Will Worship The Lamb Of Glory	We will worship the Lamb of Glory		[E]
916	W012 - When I Think About The Lord	When I think about the Lord	107.0	[G]
917	W016 - Who You Are	   Your glory speaks in every language	152.0	[G]
918	W018 - Wide As The Sky	  Hands up hearts open wide as the sky 	132.0	[A]
919	Y006 - You Are Holy (Prince Of Peace)	You are holy (echo), You are mighty (echo)	142.0	[E]
920	F011 - For Who You Are	   Standing here in Your presence	115.2	[E]
921	F012 - Forever (Give Thanks)	Give thanks to the Lord	118.0	[G]
922	G007 - God Be Praised/Our God Reigns	  Across the earth we see worshippers believe	144.0	[A]
923	F015 - Found In You		118.0	[C]
924	G005 - Glory	  Great is the Lord God Almighty	110.0	[E]
925	G025 - God Is Here	  Open our eyes, Lord, we want to see You	121.0	[D]
926	U004 - Unstoppable God	D | Em7 | Csus2	132.0	[G]
927	I032 - I Came For You		148.0	[C]
928	R009 - Ready For You		172.0	[G]
929	F020 - Flame Of Fire Rushing Wind			[Gb, A]
930	T024 - Tremble	Peace, bring it all to peace	148.0	[C]
931	God's Faithfulness			
932	A013 - All My Fountains		116.0	[E]
933	A021 - Always Will	Where I go, You will go		[D]
934	G012 - God Of My Days	You awaken my heart from slumbering		[G]
935	G015 - Good Good Father	I've heard a thousand stories of what they think You're like	142.0	[G]
936	A025 - Anchor	I have this hope as an anchor for my soul	146.0	[E]
937	Y019 - Your Grace Is Enough	Great is Your faithfulness oh God		[G]
938	E004 - Ever Be		134.0	[D]
939	G011 - God Of Ages	God of ages  bringing glory here		[G]
940	S017 - Sovereign	Sovereign in the mountain air sovereign on the ocean floor	142.0	[A]
941	C017 - Cornerstone	 My hope is built on nothing less	148.0	[C]
942	M012 - My God Reigns	I have a hope so sure an anchor for my soul	82.0	[A]
943	H028 - How Can I Keep From Singing	There is an endless song echoes in my soul I hear the music ring	199.0	[A]
944	E007 - Everything	  With rain, with sun     With much, with less		[C]
945	F001 - Faithful Father	Father, I can’t explain this kind of love		[G]
946	F002 - Faithful One	Faithful One so unchanging		[D]
947	Y014 - You Never Let Go	Even though I walk through the valley of the shadow of death		[A]
948	Y013 - You Never Fail		146.0	[G]
949	L017 - The Lord Our God	 Promise Maker, promise Keeper	152.0	[A]
950	N001 - Never Once	Standing on this mountaintop looking just how far we’ve come		[G]
951	N008 - Not For A Moment			[E]
952	O006 - On The Throne	Em   C   G 		[G]
953	H019 - Holy Fire	Holy fire from heaven descend to us we pray		[D]
954	N014 - Nothing Is Wasted	Verse 1		[A]
955	S029 - The Steadfast Love	The steadfast love of the Lord never ceases		[D]
956	S023 - Strong God	Father to the fatherless, Defender of the weak 	130.0	[G]
957	S024 - Strong To Save		81.5	[B]
958	B012 - Blessed Be Your Name	Blessed be Your name in the land that is plentiful	118.0	[A]
959	S010 - Shout To The Lord	 My Jesus, my Savior, Lord there is none like You		[A]
960	U002 - Unchanging	Great is Your faithfulness	106.0	[G]
961	W019 - With All I Am	  Into Your hand   I commit again	137.0	[D]
962	C013 - Come Thou Fount	Come thou fount of every blessing	143.0	[C]
963	I009 - I Lift My Hands	Be still, there is a Healer	154.0	[G]
964	W016 - Who You Are	   Your glory speaks in every language	152.0	[G]
965	F012 - Forever (Give Thanks)	Give thanks to the Lord	118.0	[G]
966	Y023 - Yes And Amen		144.0	[D]
967	M015 - More And More	All we want and all we need is found in Jesus	150.0	[G]
968	I031 - In God We Trust	G D A Bm	161.0	[D]
969	D006 - Do It Again	 	172.0	[Bb]
970	M016 - Miracles		144.0	[D]
971	God's Presence & Intimacy			
972	A003 - Above All Else	Jesus my passion in life is to know You	148.5	[D]
973	A018 - All Who Are Thirsty	All who are thirsty, all who are weak	152.0	[E]
974	A019 - Always	Did You rise the sun for me		[D]
975	O010 - One Thing	Single-minded  whole-hearted  one thing I ask		[D]
976	A026 - As The Deer	As the deer panteth for the water		[C]
977	I025 - In The Secret	In the secret, in the quiet place	107.0	[G]
978	O008 - One Desire	   You gave it all for me,    my soul desire my everything		[E]
979	Y011 - You Breathe	A quiet place far away in the center of my heart		[E]
980	A027 - As We Seek Your Face	As we seek Your face, may we know Your heart		[G]
981	O019 - Open Up The Sky	Our beloved Father, please come down and meet us		[A]
982	D005 - Draw Me Close	Draw me close to You never let me go 	135.0	[A]
983	M007 - Meet Us Here	Lord we have come to this house	105.0	[E]
984	S015 - Sinking Deep	Standing here in Your presence	140.0	[G]
985	E001 - Eagle's Wings	Here I am waiting		[E]
986	C007 - Closer (Hillsong)	There is no life without You   	120.0	[C]
987	P001 - Place Of Freedom			[E]
988	P004 - Presence Power Glory		142.5	[G]
989	P006 - Pursuit	Strip everything away    	144.0	[A]
990	H004 - He Knows My Name	     I have a Maker		[E]
991	H027 - House of the Lord	I love to live in Your house, O Lord		[E]
992	B007 - Better Is One Day	How lovely is Your dwelling place O Lord Almighty	146.0	[E]
993	Y005 - You Are Here (The Same Power)	There is a love that I know  	151.0	[B]
994	H022 - Holy Spirit	There's nothing worth more, that will ever come close	139.0	[G]
995	H011 - Here For You	Let our praise be Your welcome    let our songs be a sign	170.0	[B]
996	F006 - Fill Me Up	You provide the fire        	140.0	[A]
997	H014 - Here In Your Presence	Found in Your hands fullness of joy		[C]
998	N005 - No One Higher	Our Father Creator 	143.0	[A]
999	Y022 - Your Presence Is Heaven To Me	Who is like You Lord in all the earth	136.0	[A]
1000	M017  - The More I Seek You	The more I seek You   the more I find You		[E]
1001	H018 - Holy And Anointed One	Jesus, Jesus		[G]
1002	H019 - Holy Fire	Holy fire from heaven descend to us we pray		[D]
1003	B010 - Blessed	Blessed are those who dwell in Your house		[D]
1004	N015 - Now That You're Near	  Hold me in Your arms,  never let me go		[E]
1005	H025 - Hungry	Hungry I come to You for I know You satisfy		[E]
1006	S007 - Set A Fire	 There’s no place I would rather be	68.0	[B]
1007	B015 - Breathe	  This is the air I breathe	66.5	[G]
1008	C003 - Captivate Us	Em  D  C   Bb  D/F# G		[G]
1009	C008 - Closer (Pull Me A Little Closer)	Your love has ravished my heart	70.0	[G]
1010	C009 - Come And Fill Me Up	I can feel You flowing through me		[A]
1011	C016 - Consuming Fire	There must be more than this		[G]
1012	W001 - Waiting Here For You		132.0	[G]
1013	I011 - I Need You More	I need You more, more than yesterday		[D]
1014	S012 - Show Me Your Glory	I see the cloud           I step in          		[E]
1015	F008 - Fire Fall Down	You bought my life with the blood that You shed on the cross 		[E]
1016	F015 - Found In You		118.0	[C]
1017	H035 - Here As In Heaven		139.0	[D]
1018	G025 - God Is Here	  Open our eyes, Lord, we want to see You	121.0	[D]
1019	M015 - More And More	All we want and all we need is found in Jesus	150.0	[G]
1020	S026 - Spirit Of The Living God	 Spirit of the living God 	134.0	[D]
1021	I032 - I Came For You		148.0	[C]
1022	Contemporary			
1023	M005 -  Man Of Sorrows	Man of sorrows, Lamb of God	144.0	[F]
1024	W004 - We Are The Free	We’re the forgiven singing redemption's song	145.0	[A]
1025	Z001 - 10,000 Reasons (Bless The Lord)	Bless the Lord O my soul 	73.0	[G]
1026	A003 - Above All Else	Jesus my passion in life is to know You	148.5	[D]
1027	A002 - Above All	Above all powers above all kings		[G]
1028	A004 - Adonai		150.0	[B]
1029	I026 - In Your Freedom	I search for You God of strength 		[C]
1030	A005 - Agnus Dei	Alleluia, alleluia for the Lord God Almighty reigns	136.0	[A]
1031	J003 - Jesus Messiah	He became sin who knew no sin		[G]
1032	A006 - Alabaster Jar	This alabaster jar is all I have of worth	144.0	[G]
1033	A008 - Alive	I was lost with a broken heart	133.0	[E]
1034	A009 - All About You	A  E/G#  D	120.0	[A]
1035	J007 - Jesus, Only Jesus	Who has the power to raise the dead	134.0	[C]
1036	A010 - All Because Of Jesus	Giver of every breath I breathe	140.0	[C]
1037	A012 - All I Really Want	Lord I love the way You love me  		[E]
1038	A013 - All My Fountains		116.0	[E]
1039	A014 - All Of My Days	Proclaim Your awesome power	164.0	[E]
1040	A015 - All Over The World	Even as the world began the stars they sang		[B]
1041	A016 - All The Earth	Father, into Your courts I will enter		[B]
1042	A017 - All The Heavens	Holy, holy are You Lord		[C]
1043	A018 - All Who Are Thirsty	All who are thirsty, all who are weak	152.0	[E]
1044	A019 - Always	Did You rise the sun for me		[D]
1045	A020 - Always Enough	In a dry and weary land		[G]
1046	A022 - Amazed	You dance over me while I am unaware	147.0	[E]
1047	A021 - Always Will	Where I go, You will go		[D]
1048	O010 - One Thing	Single-minded  whole-hearted  one thing I ask		[D]
1049	J004 - Jesus Paid It All		148.0	[G]
1050	G010 - God Is Great	All creation cries to You		[B]
1051	J008 - Jesus, Son Of God		152.0	[B]
1052	G012 - God Of My Days	You awaken my heart from slumbering		[G]
1053	L006 - Let My Words Be Few	You are God in heaven 		[G]
1054	G015 - Good Good Father	I've heard a thousand stories of what they think You're like	142.0	[G]
1055	L004 - Let It Echo (Heaven Fall)	We've only scratched the surface	140.0	[Bb]
1056	A023 - Amazing Grace (My Chains Are Gone)	Amazing Grace, how sweet the sound	126.0	[D]
1057	A025 - Anchor	I have this hope as an anchor for my soul	146.0	[E]
1058	M001 - Made Me Glad	I will bless the Lord forever	162.0	[B]
1059	J010 - Jesus You Alone	Jesus You alone shall be my first love, my first love	130.0	[A]
1060	Y019 - Your Grace Is Enough	Great is Your faithfulness oh God		[G]
1061	Y003 - You Alone Can Rescue	Who oh Lord could save themselves	152.0	[B]
1062	K001 - Kindness	Open up the    skies of mercy		[G]
1063	M002 - Madly	And I'm madly in love with You		[E]
1064	J009 - Jesus We Enthrone You	Jesus, we enthrone You	134.0	[G]
1065	Y018 - Your Beloved	Lord it was You who created the heavens 		[G]
1066	Y002 - You Alone Are God	I confess my hope in the light of Your salvation		[C]
1067	Y004 - You Are God Alone (Not A God)	You are not a god created by human hands		[C]
1068	Y008 - You Are My King (Amazing Love)	I’m forgiven because You were forsaken		[D]
1069	K003 - King Of All Glory	Who can stand next to Your majesty	94.0	[A]
1070	K004 - Knowing You	All I once held dear, built my life upon		[C]
1071	I025 - In The Secret	In the secret, in the quiet place	107.0	[G]
1072	I028 - Indescribable	From the highest of heights to the depths of the sea		[G]
1073	I027 - In Your Light	In Your light I find my strength		[A]
1074	J002 - Jesus Loves Me		82.0	[C]
1075	J006 - Jesus Lover Of My Soul (Hillsong)	Jesus, lover of my soul         		[G]
1076	J005 - Jesus Lover Of My Soul	It’s all about You,  Jesus		[D]
1077	Y009 - You Are My Strength	You are my strength	154.0	[G]
1078	L008 - Lifesong	Empty Hands held high such a small sacrifice		[A]
1079	O008 - One Desire	   You gave it all for me,    my soul desire my everything		[E]
1080	Y021 - Your Name	As morning dawns and evening fades 		[A]
1081	O009 - One Pure And Holy Passion	Give me one pure and holy passion  		[C]
1082	S013 - Sing Sing Sing	We will sing sing sing	145.0	[E]
1083	J011 - Jesus, Your Love		126.0	[D]
1084	S014 - Sing To The King	Sing to the King who is coming to reign	120.0	[E]
1085	L007 - Let Your Glory Fall	Father of creation, unfold Your sovereign plan		[G]
1086	H023 - Hope of the World	"For the love poured out	 For the price of freedom  "		[A]
1087	L011 - Lord Most High	From the ends of the earth (echo)		[E]
1088	L012 - Lord I Need You	Lord I come, I confess		[A]
1089	T013 - This Is Amazing Grace	   Who breaks the power of sin and darkness	116.0	[A]
1090	T012 - This I Believe (The Creed)	Our Father everlasting	142.0	[C]
1091	L014 - Love Like Fire	I am desperate for Your touch 		[E]
1092	O011 - One Thing Remains	Higher than the mountains that I face	144.0	[A]
1093	H024 - Hosanna (Hillsong)	I see the King of glory coming on the clouds with fire	74.5	[E]
1094	I030 - It Is Well With My Soul	When peace like a river attendeth my way	87.0	[G]
1095	Y011 - You Breathe	A quiet place far away in the center of my heart		[E]
1096	L009 - Light The Fire Again	Don’t let my love grow cold		[G]
1097	L005 - Let It Rise	Let the glory of the Lord rise among us		[E]
1098	L002 - Let Everything That Has Breath	Praise You in the morning, praise You in the evening	116.0	[E]
1099	L003 - Let It Be Jesus	Let it be Jesus      the first name that I call	68.0	[G]
1100	O012 - One Voice	Father we ask of You this day	129.0	[D]
1101	O013 - One Way	I lay my life down at Your feet   You’re the only one I need	135.0	[B]
1102	O014 - Only A God Like You	For the praises of man I will never stand	112.0	[G]
1103	M003 - Majestic	O Lord our Lord how majestic is	126.0	[D]
1104	O015 - Only You	 Take my heart, I lay it down		[C]
1105	O016 - Open Heaven (River Wild)		138.0	[C]
1106	O017 - Open The Eyes Of My Heart	Open the eyes of my heart, Lord	108.0	[E]
1107	O018 - Open Up The Heavens		116.0	[D]
1108	L010 - Look How He Lifted Me		115.1	[G]
1109	L001 - Lay Me Down	With this heart open wide  	136.0	[C]
1110	A027 - As We Seek Your Face	As we seek Your face, may we know Your heart		[G]
1111	A028 - At The Cross	Oh Lord You've searched me		[E]
1112	L013 - Lost In Wonder	You chose the cross with every breath 		[G]
1113	G018 - Great Are You Lord		140.5	[A]
1114	A029 - At The Cross (Love Ran Red)		146.0	[G]
1115	A030 - Awesome In This Place	As I come into Your presence		[D]
1116	E004 - Ever Be		134.0	[D]
1117	A031 - Awesome Is The Lord Most High	Great are You Lord mighty in strength	134.0	[G]
1118	R005 - Resurrecting		148.0	[A, C]
1119	O019 - Open Up The Sky	Our beloved Father, please come down and meet us		[A]
1120	K002 - King	We have heard the thunder and we have seen the storm	148.0	[C]
1121	G011 - God Of Ages	God of ages  bringing glory here		[G]
1122	B002 - Beautiful Exchange	You were near though I was distant	138.0	[D]
1123	M004 - Majesty	Here I am humbled by Your Majesty	138.0	[A]
1124	M006 - Marvelous Light	 Into marvelous light I’m running	125.0	[A]
1125	B003 - Beauty For Ashes			[A]
1126	D005 - Draw Me Close	Draw me close to You never let me go 	135.0	[A]
1127	G013 - God Of Wonders	 Lord of all creation  	161.0	[G]
1128	M007 - Meet Us Here	Lord we have come to this house	105.0	[E]
1129	G014 - God's Romance	There's a song that everyone can sing		[A]
1130	M008 - Mighty To Save	Everyone needs compassion	146.0	[A]
1131	G016 - Grace Flows Down	Amazing grace   how sweet the sound		[E]
1132	T014－This Is How We Know	This is how we know  this is how we know what love is	72.5	[G]
1133	S015 - Sinking Deep	Standing here in Your presence	140.0	[G]
1134	M009 - Much Of You	How could I stand here and watch the sun rise		[Bb]
1135	E001 - Eagle's Wings	Here I am waiting		[E]
1136	B005 - Before The Throne Of God Above	Before the throne of God above	139.0	[D]
1137	S016 - Something More	Here at Your feet, I lay down my dreams		[C]
1138	O020 - Our God		107.5	[A]
1139	S017 - Sovereign	Sovereign in the mountain air sovereign on the ocean floor	142.0	[A]
1140	G017 - Grace So Glorious	Beneath the cross of Jesus Christ		[C]
1141	O021 - Our Heart	Our heart, our desire		[A]
1142	E002 - Endless Light	From the highest throne to the earth below	121.5	[C]
1143	N003 - No Higher Calling	Down at Your feet, O Lord, is the most high place		[A]
1144	R010 - The Rock Won't Move			[A]
1145	M010 - Multiply	 I don’t have much 		[G]
1146	O022 - Our Love Is Loud	When we sing hear our songs to You		[E]
1147	C007 - Closer (Hillsong)	There is no life without You   	120.0	[C]
1148	O023 - Overflow	Here I bring my stains and crowns		[G]
1149	G019 - Great Great God		142.7	[A]
1150	E003 - Enough	You are my supply my breath of life		[G]
1151	P001 - Place Of Freedom			[E]
1152	M011 - My Glorious	The world’s shaking with the love of God 		[A]
1153	G020 - Great I Am	  I wanna be close close to Your side 		[D]
1154	C017 - Cornerstone	 My hope is built on nothing less	148.0	[C]
1155	E005 - Evermore	Lost for words with all to say		[G]
1156	P002 - The Power Of Your Love	Lord I come to You, let my heart be changed, renewed		[G]
1157	G021 - Great Is The Lord	Great is the Lord most worthy of praise	74.1	[A]
1158	P003 - Prepare The Way	Prepare the way		[D]
1159	T016 - This Is Our God	"A refuge for the poor a shelter from the storm this is our God	"		[E]
1160	M012 - My God Reigns	I have a hope so sure an anchor for my soul	82.0	[A]
1161	P004 - Presence Power Glory		142.5	[G]
1162	P005 - Psalm 19	May the words of my mouth		[C]
1163	M013 - My Heart Is Yours	I give You my life 	144.0	[G]
1164	B006 - Beneath The Waters (I Will Rise)	This is my revelation 	157.0	[A]
1165	G023 - Greater		148.0	[G]
1166	P006 - Pursuit	Strip everything away    	144.0	[A]
1167	R001 - Raised To Life	Precious compassion that pours 	156.0	[C]
1168	R002 - Reaching For You	You created me inside Your great imagination	135.4	[A]
1169	H001 - Hallelujah (Your love is amazing)	Your love is amazing steady and unchanging		[G]
1170	R003 - Refiner's Fire	Purify my heart		[E]
1171	T017 - 'Til I See You	The greatest love that anyone could ever know		[E]
1172	H002 - Happy Day	The greatest day in history	139.0	[C]
1173	R004 - Reign In Us	You thought of us before the world began to breathe	144.0	[A]
1174	R006 - Rise	 All the earth come alive, lift your eyes to the morning 		[A]
1175	H003 - He Is Exalted	He is exalted		[E]
1176	T019 - To Be Like You	Humble King, Holy One		[C]
1177	R007 - Running	Ready at the line looking out, looking out to all that's ahead		[A]
1178	H004 - He Knows My Name	     I have a Maker		[E]
1179	S001 - Salvation Is Here	God above all the world in motion	114.0	[B]
1180	S002 - Sanctuary	Pure and holy, tried and true		[D]
1181	S003 - Satisfied	 When all the wind of my cares knock me down   		[A]
1182	T020 - To The Ends Of The Earth	Love unfailing   overtaking my heart    		[G]
1183	H006 - Healer	You hold my every moment  	154.0	[A]
1184	S004 - Saviour King	Let now the weak say I have strength		[E]
1185	S005 - Second Chance	You called my name reached out Your hand	144.0	[A]
1186	S006 - Send Me Out	Jesus Lord of my salvation Savior of my soul		[G]
1187	H026 - Hosanna (Be Lifted Higher)	In the highest		[G]
1188	H027 - House of the Lord	I love to live in Your house, O Lord		[E]
1189	H028 - How Can I Keep From Singing	There is an endless song echoes in my soul I hear the music ring	199.0	[A]
1190	H029 - How Deep The Father's Love For Us	How deep the Father's love for us	118.0	[D, G]
1191	B007 - Better Is One Day	How lovely is Your dwelling place O Lord Almighty	146.0	[E]
1192	B008 - Better Than Life	Better than the riches of this world		[G, None]
1193	E007 - Everything	  With rain, with sun     With much, with less		[C]
1194	E008 - Everything And Nothing Less	  Humbly I stand, an offering  	142.0	[G]
1195	F001 - Faithful Father	Father, I can’t explain this kind of love		[G]
1196	F002 - Faithful One	Faithful One so unchanging		[D]
1197	Y005 - You Are Here (The Same Power)	There is a love that I know  	151.0	[B]
1198	H022 - Holy Spirit	There's nothing worth more, that will ever come close	139.0	[G]
1199	G001 - Give Me Faith	I need You to soften my heart	143.0	[A]
1200	Y010 - You're Worthy Of My Praise	"I will worship 	    with all of my heart"	96.5	[G]
1201	Y012 - You Deserve	What is this love given to us	150.0	[G]
1202	Y017 - You'll Come	I have decided I have resolved		[E]
1203	Y016 - You Said	You said ask and you will receive   whatever you need 		[A]
1204	Y015 - You Rescued Me	You rescued me and picked me up		[E]
1205	S018 - Spirit Break Out	Spirit break out                                                  	148.0	[C]
1206	S019 - Stay Amazed	You are enthroned above the heavens 		[A]
1207	S020 - Step by Step	"O God You are my God	"		[G]
1208	S022 - Stir In Me	"Stir in me a fire that the world cannot explain 		"	117.7	[F]
1209	S025 - Stronger	There is love that came for us	140.0	[C]
1210	H032 - How He Loves	He is jealous for me	149.0	[C]
1211	Y014 - You Never Let Go	Even though I walk through the valley of the shadow of death		[A]
1212	Y013 - You Never Fail		146.0	[G]
1213	Y007 - You Are My All In All	You are my strength when I am weak	128.0	[G]
1214	H007 - Healing	Broken and beaten,   I come to You		[A]
1215	H008 - Hear Our Praises	May our homes be filled with dancing		[C]
1216	H009 - The Heart Of Worship	When the music fades, all is stripped away		[D]
1217	H010 - Heaven And Earth			[E]
1218	H011 - Here For You	Let our praise be Your welcome    let our songs be a sign	170.0	[B]
1219	H012 - Here I Am To Worship	Light of the world You stepped down into darkness	144.0	[E, E]
1220	F003 - Fall	I love to worship You my God		[E]
1221	F004 - Fall In This Place	Take me to that place Lord		[A]
1222	T001 - Take Heart	There is a light, it burns brighter than the sun		[G]
1223	F005 - Father Of Lights	Father of lights, You delight in Your children		[A]
1224	T002 - Take It All	Searching the world the lost will be found	152.0	[B]
1225	F006 - Fill Me Up	You provide the fire        	140.0	[A]
1226	F007 - Filled With Your Glory	In my heart, in my heart there is a fire burning	123.0	[G]
1227	T003 - Take My Life	Holiness, holiness is what I long for 		[G]
1228	H034 - Humble King	Oh kneel me down again   here at Your feet		[D]
1229	I002 - I Am Free	  Through You the blind will see		[D]
1230	T004 - Take My Life (Here Am I)	Take my life and let it be consecrated Lord to Thee	86.0	[D]
1231	H013 - Here In My Life	I have never walked on water felt the waves beneath my feet but		[B]
1232	H014 - Here In Your Presence	Found in Your hands fullness of joy		[C]
1233	H015 - Here Is Our King	Here is our King, here is our Love	125.0	[G]
1234	T007 - Testify to Love	All the colors of the rainbow, all the voices of the wind		[C]
1235	I003 - I Can Only Imagine	I can only imagine what it will be like		[E]
1236	I001 - I Adore	"  The universe is at Your feet			"		[E]
1237	T008 - Thank You	Thank You for Your kindness   thank You for Your mercy	145.0	[C]
1238	A033 - The Anthem	By His stripes we are healed	146.0	[G]
1239	D007 - The Difference	You are the difference in us	152.0	[A]
1240	K005 - The King Is Among Us	All our fathers saw in the days of old	142.0	[A]
1241	L017 - The Lord Our God	 Promise Maker, promise Keeper	152.0	[A]
1242	N001 - Never Once	Standing on this mountaintop looking just how far we’ve come		[G]
1243	N002 - No Chains On Me	This is the dream, a dream for the world to see You		[C]
1244	N004 - No Longer Slaves	You unravel me with a melody	148.0	[A]
1245	N005 - No One Higher	Our Father Creator 	143.0	[A]
1246	N006 - No Other Name	One Name holds weight above them all	148.0	[G]
1247	N007 - None But Jesus	  In the quiet   in the stillness I know that You are God	139.0	[C]
1248	Y022 - Your Presence Is Heaven To Me	Who is like You Lord in all the earth	136.0	[A]
1249	Y020 - Your Love Never Fails	Nothing can separate    	120.0	[A]
1250	N012 - Nothing I Hold Onto	I lean not on my own understanding	134.0	[G, None]
1251	N013 - Nothing Is Impossible	Through You I can do anything 	142.0	[G]
1252	P008 - The Power Of Your Name	Surely children weren’t made for the streets		[A]
1253	N009 - Not To Us	The cross before me the world behind		[A]
1254	M017  - The More I Seek You	The more I seek You   the more I find You		[E]
1255	O007 - Once Again			[D]
1256	N008 - Not For A Moment			[E]
1257	O006 - On The Throne	Em   C   G 		[G]
1258	H016 - Here's My Heart	Here’s my heart Lord (3X)	81.0	[A]
1259	H017 - His Banner Over Me	He brought me to His banqueting table (echo)	110.0	[G]
1260	H018 - Holy And Anointed One	Jesus, Jesus		[G]
1261	H019 - Holy Fire	Holy fire from heaven descend to us we pray		[D]
1262	H021 - Holy Is The Lord	Holy is the Lord.  Holy is the Lord		[C]
1263	B010 - Blessed	Blessed are those who dwell in Your house		[D]
1264	N011 - Nothing But The Blood (Your Blood)	Your blood speaks a better word		[A]
1265	N014 - Nothing Is Wasted	Verse 1		[A]
1266	S028 - The Stand	You stood before creation, eternity in Your hand	75.0	[A]
1267	S029 - The Steadfast Love	The steadfast love of the Lord never ceases		[D]
1268	N015 - Now That You're Near	  Hold me in Your arms,  never let me go		[E]
1269	T009 - The Time Has Come	Found love beyond all reason	152.0	[G]
1270	W023 - The Wonderful Cross	When I survey the wondrous cross	146.0	[D]
1271	T011 - There Is None Like You	There is none like You  		[G]
1272	O001 - O Come To The Altar		140.0	[G]
1273	O002 - O Praise The Name (Anastasis)		145.0	[A, A]
1274	O003 - Oceans (Where Feet May Fail)	  You call me out upon the waters	132.0	[D]
1275	O005 - O Praise Him	Turn your ear to heaven and hear the noise inside		[A]
1276	S021 - Still			[C]
1277	S023 - Strong God	Father to the fatherless, Defender of the weak 	130.0	[G]
1278	S024 - Strong To Save		81.5	[B]
